Palabra,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,Answer7,Answer8,Answer9,Answer10,Answer11,Answer12,Answer13,Answer14,Answer15,Answer16,Answer17,Answer18,Answer19,Answer20,Answer21,Answer22,Answer23,Answer24,Answer25,Answer26,Answer27,Answer28,Answer29,Answer30,Answer31,Answer32,Answer33,Answer34,Answer35,Answer36,Answer37,Answer38,Answer39,Answer40,Answer41,Answer42,Answer43,Answer44,Answer45,Answer46,Answer47,Answer48,Answer49,Answer50,Answer51,Answer52,Answer53,Answer54,Answer55,Answer56,Answer57,Answer58,Answer59,Answer60,Answer61,Answer62,Answer63,Answer64,Answer65,Answer66,Answer67,Answer68,Answer69,Answer70,Answer71,Answer72,Answer73,Answer74,Answer75,Answer76,Answer77,Answer78,Answer79,Answer80,Answer81,Answer82,Answer83,Answer84,Answer85,Answer86,Answer87,Answer88,Answer89,Answer90,Answer91,Answer92,Answer93,Answer94,Answer95,Answer96,Answer97,Answer98,Answer99,Answer100
BARBIE,G17,G15,P30,G26,K17,N25,N24,B3,B2,G3,G20,I11,O8,C6,L13,G11,C10,H16,K15,P28,H11,G17,I15,L7,O28,M10,P29,C20,M8,G20,E19,M10,J14,O20,G2,O29,C16,P29,H12,C13,K14,O16,F16,N18,E28,F21,P15,H23,N24,E21,C1,F20,G14,C19,G3,G22,A29,F3,H15,E21,G7,G15,K15,E22,M18,C12,N13,F7,O18,G15,G13,G18,G12,F7,C18,O2,O23,O20,N12,K14,O17,K17,O30,H6,P30,B9,O21,M16,N12,E24,K19,G14,C25,D17,C6,E20,C7,L15,G15,C11
BRUSH,F19,J18,D29,M9,F17,G15,C10,F13,K20,G20,G15,K19,H15,G18,F16,F15,D8,F4,C15,L14,P30,E13,G21,C29,D6,F19,N10,F19,G15,H18,M19,O23,E17,L18,F9,J15,D23,E4,M18,P26,M15,H18,K12,F11,F17,C2,K10,I12,P1,O27,O11,L15,N19,J18,J15,O27,K7,L5,D21,O20,O8,A23,O26,J18,E25,P30,E13,E3,K13,B4,M24,E30,O26,I15,G13,H12,O26,L13,N20,A1,N16,H15,N10,M20,O26,B5,K12,C1,I20,O21,K18,C17,J20,G15,P1,D9,K16,O20,O29,P1
SMURF,E11,C18,G14,C5,P27,H10,H6,O29,K18,K18,M15,D16,C18,K12,K12,C27,M11,J14,K16,H18,C6,J15,J16,O29,I15,M30,C15,N14,P30,O16,A22,N8,G12,P11,K6,C15,H12,M18,K21,M15,P22,D4,I18,M17,O29,O5,F20,K2,O26,K17,O27,N15,K14,L25,F25,G29,K13,H15,F14,A30,K23,O17,G10,C5,K10,G15,M16,M11,L14,M13,F14,M14,N19,G17,N2,L20,G3,O23,F5,P1,K18,K14,K24,O25,D6,C14,P29,K7,N2,K15,L11,M17,D26,O6,O19,M16,L10,K14,O19,A1
WITCHCRAFT,E8,L5,I14,O26,I19,L17,E13,H16,C16,L12,K9,O21,M10,M17,M24,H21,P15,J17,B11,J17,H15,M11,C16,P1,G20,N14,P1,F15,K25,N21,D29,G16,D5,G16,N25,N7,C15,M20,E26,G18,M16,H3,K18,H17,M17,H17,K19,I20,P1,A15,N2,O11,K19,G20,H22,J15,O21,K15,K26,J13,C12,F16,P17,K20,O20,P8,I24,J16,E14,K18,L20,G15,C7,G15,C8,N19,G17,K11,F15,E12,G17,C2,K12,J17,M10,O8,K16,K20,O2,A1,C1,L17,P26,C13,E12,B2,C14,H15,F16,K15
BERT (AND ERNIE),F2,O21,G17,C6,G15,H20,L19,N13,H10,C8,B5,O12,F7,G24,J11,G22,J14,P30,N13,N10,K24,H14,L18,C18,P29,P28,E7,N2,N28,D10,N26,M17,M17,M2,A15,G15,F13,E12,G16,O29,O26,G23,K19,K15,K17,D14,M14,E15,G15,J20,J17,F11,F20,F7,J15,N5,N25,K17,M17,J10,I15,I16,G16,N20,G4,H15,O26,G13,G17,C19,L10,A1,J15,I17,P10,J1,O1,P2,E12,A3,N10,M14,G3,J17,A4,J10,P18,O12,G18,M26,M11,O12,L4,K29,K2,H16,F2,P29,G15,C4
GRINCH,M16,N14,K15,G20,O29,N21,M13,E19,G16,H18,H19,J14,P12,M16,E12,O12,G20,K18,I15,D11,K12,G15,N8,N26,I14,N20,K15,K15,I17,J15,D15,K24,M19,L15,K20,P26,O14,B2,I20,E13,E3,O6,O22,N20,G18,P29,J14,N16,M16,L17,L10,N25,J17,A2,M4,K30,K12,C19,K20,K11,N2,I16,I20,G4,K18,O14,L3,A6,E12,E14,N21,F20,O10,G15,O30,D4,E8,A1,I15,D16,M11,H18,E5,P13,I20,M24,K8,M20,J14,K8,L7,K7,F27,N13,L18,K13,C10,H17,N13,K15
SIMPSON,C16,N29,K11,L20,G15,I14,F18,L10,N15,P3,C4,G2,F20,K5,D10,K11,E25,F3,O15,N10,G16,H15,F10,L9,G15,O28,H24,P1,C15,J15,C6,O21,L16,N10,M17,C4,H9,N22,N22,O19,K15,N15,E13,H6,N6,N22,E17,E12,G5,G15,F6,G15,O10,C4,O8,M22,G15,P29,G29,M18,K16,G17,E5,G16,F3,J20,F17,K2,K14,O16,O9,N14,O20,D16,C8,M3,E28,F2,E13,L14,I16,M19,G2,E16,H6,M17,K17,K12,K10,O16,F15,O15,N16,C17,E1,O28,H12,N6,G29,H17
FLASH,N2,N20,E12,F6,H15,F15,I10,E10,M17,C12,N22,F18,C10,O30,O21,K16,O1,K10,N24,B1,M20,L15,N22,N12,P29,I14,C5,E8,J20,L16,O24,N3,G28,E12,C17,G17,F17,I7,H4,P6,H17,K15,H15,O15,O7,M10,M23,O10,M15,E19,I11,E29,M3,M13,E29,H2,A1,K16,O28,C14,P19,G19,H6,F10,C4,H17,M14,E19,G17,E1,I12,M11,E20,C15,A29,E13,I17,C26,P2,A18,H17,J15,G14,H13,J12,N17,G14,C14,I18,J12,M20,H24,F28,N20,E15,K20,F14,G13,K11,C18
COOKIE MONSTER,M13,G14,O28,E12,M15,B16,N14,K16,N14,O30,G17,K21,C16,N8,F17,H15,M12,L18,J9,M21,G19,P1,H16,K14,N19,F20,E19,P29,K10,B23,A30,B2,G19,G22,N19,P1,K11,J18,N3,I19,G26,A1,E29,K3,O25,N21,G15,G13,M30,J16,A14,C12,P20,E14,B13,G14,K16,A1,K11,G15,C17,D8,H14,I17,H16,G17,E12,H16,L15,G15,H18,M12,H17,F5,G4,N27,M15,J16,K17,K7,M13,C18,M4,M6,M16,K16,K17,M20,K10,K16,B12,F12,O18,H3,L15,F2,G24,N12,M6,E12
ERNIE (AND BERT),H11,H15,J8,D11,M5,G18,O23,G15,K13,M16,L11,L23,O2,L15,N11,D28,E12,P1,I12,N7,C15,J9,K18,H16,K14,I15,G7,F6,K26,O25,F13,B9,J28,N12,C15,O27,M17,K14,C15,G20,C17,K7,L13,F2,N13,N25,C17,K18,G14,K14,G19,K15,O20,G21,N15,N13,O18,O23,M15,O25,L10,E23,K17,H17,K6,J15,H15,O22,H16,E20,G19,P1,H17,L21,K13,D9,F13,J14,P30,D20,H4,G13,M23,N21,G20,K11,J18,K17,C25,K15,K22,F9,F2,F14,K7,O4,E30,K18,N20,H15
PETER PAN,J17,A2,C15,E15,G15,K16,K6,P1,O13,L18,P18,L13,M16,O2,D20,P23,K20,H16,P18,C12,P26,L15,P30,E12,I11,J4,K26,J17,O28,O18,J18,K17,N22,C26,O20,I8,H17,K3,F28,F25,F25,H8,G11,C5,C2,K10,K11,M19,M15,G16,M15,I13,M23,K24,I8,K16,F25,E15,O7,L15,O19,O27,O19,G18,M16,L12,G13,G16,J16,A1,J16,H17,O9,A1,M14,J16,O11,O29,M27,M19,P1,O7,L11,H16,O18,O15,B13,J17,N15,F13,E27,M21,H14,K17,N3,P29,H16,F7,C15,A10
STITCH,M13,L10,P16,E14,O15,E9,J9,H14,K20,K12,E11,G20,B3,C2,K6,I13,G21,J16,C30,K3,D4,O27,O14,D19,G16,M20,O29,N15,K12,L16,F18,O15,L19,M20,E12,F18,B12,O24,K24,M25,O26,C1,N18,K16,N19,O18,H15,J15,P30,M15,F19,C14,K18,H16,G9,P29,K15,O16,K15,C10,G9,F17,N25,O23,M11,I3,G19,G20,G15,O9,P1,C3,N11,E26,O13,D7,C9,C15,B1,K17,B4,G15,F25,H11,N23,J11,F11,D16,F9,H12,B3,E10,O5,F12,M17,M15,E11,F14,F15,K19
SUBMARINE,M15,J10,L19,L15,J18,G18,M23,O19,K20,L20,H19,J12,F19,N21,E17,O20,P2,I15,P29,E27,P20,L12,N17,F17,O22,J20,O23,E18,P28,K16,O30,K15,O10,K15,C7,H18,K19,C13,G17,F15,L6,K19,F18,I5,L13,M23,D27,K15,A1,N15,O23,J19,G17,P13,G15,K17,K16,K15,F24,O20,M17,L9,D7,O28,O30,E12,C25,B1,M21,M14,H13,F7,O28,J19,I14,N21,I15,E4,E22,F4,O14,K18,L17,A1,A4,K4,L19,M12,G5,L18,J17,K20,A2,K18,M16,L17,H14,J17,K14,M8
ELMO,F20,K20,P1,H15,G16,C12,O1,F8,H17,F20,F15,E19,N1,M11,G10,G15,P30,N25,H15,O11,M17,G18,D14,K19,K11,A1,O23,K18,D17,O30,K15,L17,N11,K20,K12,B4,L23,H16,G30,K11,K8,E19,E22,D14,O26,H20,K27,H18,B4,F9,C10,O19,E29,J16,L15,L12,N12,E19,L19,N16,M20,K10,K24,H8,I12,H16,K13,D16,P1,F16,B17,G7,N14,H14,K18,O14,L17,K15,A30,E28,K8,B20,F15,M8,K2,P3,J16,E12,K2,H15,C4,G11,H15,C24,N23,C13,L15,B15,G4,G15
5,K19,H16,E12,C5,J19,N20,D10,E5,E19,L15,K5,M5,F11,L15,L22,M22,C19,H18,I20,G15,O28,F15,M21,N12,O15,N14,F10,P2,C16,K15,A1,D16,L21,K10,G25,G15,J15,C21,L14,O14,C15,K25,G12,O25,G21,F5,C7,G20,L13,H17,H10,N15,F11,G15,E6,D29,C20,G17,P9,N26,K13,D14,J13,M15,A3,H15,J15,H14,N2,J4,H15,F5,L19,C10,G6,H20,O29,I14,K13,C7,M21,E13,H20,I12,I19,G16,L22,E27,D24,C9,K16,P21,O19,G5,J14,E16,A1,F7,P1,J18
67,H2,G14,O16,N2,O10,H12,G15,N7,B2,H17,N23,O28,B20,G19,N13,H14,K20,A17,C9,J23,K22,O19,O11,G16,P1,P2,M17,E12,P30,O15,O12,F6,M13,G20,C17,N17,K16,A2,M15,J16,I19,M17,M16,O23,N13,B19,F19,N28,O20,C3,A1,I11,C11,K21,I16,C29,F19,M16,O30,C8,A1,P18,O2,E18,O26,K15,L20,P29,G14,D17,K21,N16,C1,H26,P11,A1,E19,H4,K4,G20,M21,G15,G18,K26,M14,O28,K17,O3,N9,N18,K7,O1,E15,H17,J16,C10,P1,C3,P1,N27
123,O13,K18,K30,C22,C8,O23,A1,E2,H20,M23,C1,G16,O27,E17,K17,F12,D3,D5,E25,G14,N20,O30,N8,P24,K15,A1,J15,F22,C5,I14,O16,C5,G20,J20,G15,A15,E18,N17,E12,H17,H11,C11,C24,J2,L14,P1,G18,O4,M15,N11,G8,K2,N11,F18,L15,J22,F7,O29,O27,E12,H25,G16,E6,J17,K16,H16,F3,A30,P29,M20,L15,A10,B16,O17,O26,H11,E6,L14,O18,H16,N7,K6,D17,O29,N21,C10,M11,O29,G17,F17,K17,H14,G6,P29,J14,N10,G25,C17,B5,O29
0000,K11,M17,L11,G17,E19,F5,K7,K18,K15,I21,P1,J17,N22,K12,G16,B5,G12,C9,K10,P1,A1,B19,M10,B25,C20,H17,N14,O25,G7,O28,N15,K10,D4,O20,N25,K28,G15,G17,E12,G19,C23,I15,E12,K20,A1,N3,N14,H15,E12,M16,O16,K14,C1,C15,F4,E6,N9,E12,M15,N16,G11,M21,G13,O16,C25,E9,G15,H10,O15,E14,G18,C15,H18,K20,F16,L17,P30,E25,K24,H15,C8,P19,N11,G7,O26,M11,E27,E26,G13,K20,K20,L16,F9,G3,G6,I17,L14,C18,J15,O13
IF,K17,M15,M16,G17,L18,E7,M23,O12,N28,O26,L15,N25,E15,K9,L14,O3,H11,F6,G15,L11,N12,O6,E5,I13,H17,G12,H18,F15,O26,G15,K12,E4,F14,J10,M15,N18,E25,K5,H18,I15,M15,K18,K16,E30,N13,K12,I5,O25,G11,H7,L11,J16,E29,O10,G15,J16,J15,P29,P2,P29,N17,L18,O15,O14,P1,K16,K27,D17,P29,G19,D10,L8,G16,F19,L12,G4,N13,G16,F14,F11,E14,H16,J10,H9,M14,L8,M17,O2,O6,N2,N13,L13,O30,K17,O29,J8,O5,L17,H16,G17
THE,L18,P27,K13,N3,L16,C4,O17,L4,G16,H19,N15,K13,K15,O20,M18,D18,O21,B1,P22,E12,L14,J10,E12,G17,O23,N14,H7,H13,G15,J10,J15,E23,L16,F11,I13,A16,O29,C21,E2,K7,K17,H4,K16,M29,G24,D15,K18,O20,P1,B15,K8,C14,K19,O28,L15,G14,O26,H12,G11,L14,N7,M13,G14,J23,H19,M16,G20,B23,J20,G10,H15,C6,L18,O10,M14,O27,O11,M18,K14,G2,O11,N10,C2,H16,L14,E14,K12,O14,M16,N18,N17,O17,L4,P27,M13,G16,J13,O20,P1,G18
AND,A10,J12,N15,M11,N28,G4,P25,L17,K23,N20,G4,C27,K18,G2,M7,C17,M12,M20,F18,K20,K17,M2,O17,N10,G16,O28,H15,A2,M6,N10,B15,J15,L20,F16,N12,F10,F3,O23,K13,J6,K16,M17,E4,L18,G15,F7,G8,P20,H12,K12,O2,G13,O6,N17,K16,J12,E10,M5,D15,C16,C7,H17,F15,N8,O9,P1,F15,F2,K14,D28,L26,J20,J17,P2,G22,J12,L13,E24,I18,G17,J16,O17,A1,B22,E3,A1,N6,N15,L9,J14,P27,E22,K19,G16,G16,F15,O17,I17,L3,F28
 ,K17,L12,P30,N19,P1,K15,F15,L6,M15,H17,O20,K15,J17,G2,O13,N19,M18,K11,K17,N20,O20,A30,H3,K5,J15,D10,M14,M10,D10,C14,E11,O1,D12,L21,E4,I7,G14,D16,K15,C1,G12,O3,H6,O26,H15,O18,G18,F19,H10,C12,M19,O15,K23,L22,E18,P15,H17,M7,L21,H24,K16,E26,K15,P29,C16,O17,G18,G15,N8,C11,M7,K25,G16,A1,M20,H2,J12,E5,G15,G21,P2,F5,C12,D15,A3,C18,O28,F18,G15,J9,N23,G15,H4,O26,E12,B5,A13,B5,J10,H17
ZIZAX,D9,J17,F24,K15,C18,L15,F19,B2,M15,J19,P1,M23,L8,M17,E18,P2,K20,O24,G19,N3,G18,I15,I20,G6,C6,L13,N19,D25,H15,L7,K20,P10,N25,I7,H16,K17,M22,B1,C15,L18,L20,F16,F12,J13,O14,D12,H18,F22,G3,F17,P29,K16,D14,O4,G12,O16,J19,D15,P18,P1,O18,C7,G7,K23,K22,O19,L6,F20,N9,H18,N15,N13,O9,F28,C16,G20,N12,K12,C16,N23,M15,G12,K17,E14,K15,N22,J14,N8,F15,O24,P2,N2,P17,O26,C9,P10,A1,P29,C18,M17
GLIMBOR,D19,E12,M20,A1,J12,O15,H12,B10,F7,N17,I12,B4,N18,N13,H19,O30,G8,E27,P17,E27,I6,J16,F19,N23,C10,M10,E15,C28,K16,C12,K12,K19,I16,L14,K18,G19,M15,K16,O21,C5,C17,O25,G14,M16,N28,G11,N3,A9,J16,D11,A27,L20,M10,I22,D6,I25,N15,C10,J17,E21,E10,O25,C12,I10,G12,B4,D6,P1,M12,K20,N10,O3,M18,C14,P30,C5,M15,J24,M13,M10,P29,O12,B1,N11,K7,J25,G11,O15,B6,K26,L19,C19,A30,O15,A1,F10,N11,M12,K12,N19
RIKLANS,J19,M12,M12,O29,B18,H10,G18,C27,P30,L10,K21,F13,F15,C15,P1,P1,G12,H17,O23,H4,K19,K15,I5,K20,L17,J17,N12,D12,M6,G12,I14,I22,O20,G16,P1,P29,K21,P29,C20,F18,K17,O27,P1,E15,N12,L15,O16,K20,N7,P16,O10,E10,O18,J18,P12,G15,H16,J19,K15,K3,M13,F22,N15,I18,F7,E13,I14,L22,E25,G15,F26,G13,C9,L13,B1,I11,K13,L20,O16,G11,K18,F20,N17,K17,M18,J8,M18,H8,K20,N19,J3,C10,O2,M18,C6,K12,N13,M17,M15,A25
FLICANDRO,M12,K3,L15,E12,K24,H16,M13,F14,D2,G16,P21,B4,M2,C13,G17,J17,K20,H15,K7,O27,N5,N14,K11,C2,K13,K29,O14,M6,B1,K7,N21,O30,O25,G11,O29,M18,F5,O30,I18,F13,K19,F14,D4,L20,H15,L14,B1,D5,F7,G15,K7,M10,F17,C16,M15,G16,F22,O19,A1,O22,O21,H21,E10,M20,G15,G10,B1,G10,K13,N19,O2,C11,C19,O16,C26,K16,E16,E12,H20,P29,K20,D5,O16,D4,E5,E3,M10,C12,G18,H15,H15,B19,L5,N11,D5,P30,G8,M15,O14,O15
1FXQ_3,E12,N19,G15,M16,F10,H10,K21,B1,M23,G11,N23,O2,N30,G29,A5,M6,G15,G13,F15,F17,H18,P20,K20,F18,P12,M20,N7,C11,D14,J11,C1,F3,O8,L26,E13,M18,L11,A1,M13,D12,B1,E12,L14,I25,G15,C10,H12,B8,O12,A11,B2,K20,H8,K16,L8,A1,I18,C15,N17,P1,L24,L18,L16,N22,F16,G13,J22,C20,N15,L17,L16,N7,M19,N11,N19,N21,E12,B7,L17,C7,M20,O20,O28,G12,K5,J13,C15,O21,D6,B1,L16,G16,C14,C29,G15,O17,H18,E12,K15,C5
XKDF#HS_DK,G2,A1,D21,E13,G15,K22,O8,G17,C15,H11,F16,D16,M1,H17,F15,M11,H16,M19,K6,O3,C10,C19,G15,O20,J15,O17,C24,F17,M15,D3,O20,O11,H17,C28,P20,N6,H14,C19,J17,O30,F12,A30,I17,D10,N6,J19,E1,F14,N8,O26,P15,G19,O1,P18,O15,N13,I7,E21,N12,P29,G17,N1,O26,O19,A2,G13,D10,J11,M11,N10,A1,A18,O13,M18,J11,K6,C17,K12,H18,L19,M15,N13,O10,O26,G18,J16,O29,C3,E12,N9,L20,L10,M1,K1,I15,A1,F4,L17,A11,F26
JFGMAFG,B1,K16,O17,E3,N23,G17,K10,L16,J15,O20,G25,N20,G6,H18,M18,H15,H14,J17,L18,K17,N11,G21,B5,L18,J20,J2,P1,O18,G14,G5,O27,O21,J15,F15,L16,G16,O28,H15,J10,J12,O20,O23,H16,A1,C10,J21,G15,H17,F1,B1,A1,L20,C15,J14,N14,G19,G14,M14,J16,N5,N9,K15,J1,G15,O29,E29,H15,N5,J9,M14,K10,J12,N16,O29,N18,O27,E13,H17,O24,K2,D5,G16,J19,N17,J13,P30,K19,O20,M17,C23,P30,I15,C1,C15,F8,L17,N29,C12,G15,E22
HEMXJ,O30,O22,M20,C29,K20,J15,G16,D26,E6,O30,H14,O14,K16,G19,K17,G15,L15,H10,O29,N23,K17,K26,N22,J16,I15,E22,L22,P23,C11,B1,F21,O18,J11,F14,I10,P1,F7,F15,M15,P29,G15,E30,N24,G15,P1,M18,A1,O19,M9,N15,C11,L28,G15,O11,I3,A1,A29,K2,P19,C13,K6,O20,I19,L15,C18,L28,M10,G15,I15,C15,N20,G11,N6,P1,L15,C19,O9,M11,E14,P28,C19,O26,K15,B3,M10,O18,D15,G8,K15,N7,K13,G14,E3,L15,O9,O12,N21,C14,H15,G2
