Palabra,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,Answer7,Answer8,Answer9,Answer10,Answer11,Answer12,Answer13,Answer14,Answer15,Answer16,Answer17,Answer18,Answer19,Answer20,Answer21,Answer22,Answer23,Answer24,Answer25,Answer26,Answer27,Answer28,Answer29,Answer30,Answer31,Answer32,Answer33,Answer34,Answer35,Answer36,Answer37,Answer38,Answer39,Answer40,Answer41,Answer42,Answer43,Answer44,Answer45,Answer46,Answer47,Answer48,Answer49,Answer50,Answer51,Answer52,Answer53,Answer54,Answer55,Answer56,Answer57,Answer58,Answer59,Answer60,Answer61,Answer62,Answer63,Answer64,Answer65,Answer66,Answer67,Answer68,Answer69,Answer70,Answer71,Answer72,Answer73,Answer74,Answer75,Answer76,Answer77,Answer78,Answer79,Answer80,Answer81,Answer82,Answer83,Answer84,Answer85,Answer86,Answer87,Answer88,Answer89,Answer90,Answer91,Answer92,Answer93,Answer94,Answer95,Answer96,Answer97,Answer98,Answer99,Answer100
BARBIE,D13,B9,G10,D17,E17,H22,E13,B5,C19,D1,C20,D20,G13,A4,A7,D13,F6,A1,B7,C5,C20,D22,G16,M5,H19,E1,G11,A7,E16,A8,B3,B4,D22,G20,C18,G10,A1,J18,B3,D22,A7,B9,B6,G17,F1,H20,H9,C15,F7,A11,A5,A4,A8,H20,O29,G9,P3,E14,A9,E17,D1,E9,H15,D10,F7,A8,E14,H16,D6,A6,D8,C23,D20,D23,A1,B12,B6,A1,A7,G6,A8,G21,B7,C22,J16,C15,C20,G10,H3,A2,F14,A9,I11,E14,A1,A2,C15,B8,B7,D15
BRUSH,B2,C10,B6,B9,B5,C5,C6,B5,A5,B5,B8,B6,C5,B6,B7,A2,B7,C4,B6,C9,B6,B3,A7,B9,B6,B7,B6,A5,D7,C5,B6,B5,B7,B3,B6,C5,B8,G5,B8,B6,E11,G6,B4,B6,C6,C7,B6,C7,B7,B3,B7,B5,A1,D5,D5,C7,C9,C8,A1,B6,E9,B6,C12,B9,G3,B4,A6,B7,A3,A7,B6,B7,B7,C13,B5,C7,B7,B5,C10,B6,D5,B5,B20,B7,B8,B6,B9,B5,B4,B4,B4,B6,E6,C5,D8,C6,B7,B8,C7,B6
SMURF,K20,E8,N19,P3,E2,K13,I9,G21,A6,H24,P3,B9,L19,O7,F6,C11,K25,M4,D14,H29,G9,P30,P17,J17,A7,O6,H14,A7,L19,G5,O5,P24,G4,P9,B6,O25,P8,K24,P5,E9,H3,P3,B20,A2,P3,A3,P6,O25,A7,M13,J13,A3,P6,J24,A3,P3,A3,N20,L21,I10,O20,G22,B6,A25,K5,J20,P30,D2,O15,O15,P3,M5,G9,B2,H8,P3,G14,L8,B19,N6,F10,P6,G17,P3,J19,F19,N18,H8,J18,G9,I9,B22,G4,K23,A15,P6,C3,G18,L7,G16
WITCHCRAFT,N24,M21,J18,J17,M14,O5,N6,H10,I8,J16,P9,G9,H12,C19,M22,K20,J13,I8,H2,M5,I18,L9,P30,N20,M20,L15,F8,O10,I15,I11,G17,M2,O13,M7,G5,K17,H8,M3,N15,L17,J14,O5,H15,B6,J15,C12,G7,O11,O7,H10,N5,L8,J11,K14,G10,J12,F10,L7,N24,N14,P2,M4,B6,N7,H22,H13,K16,G4,H14,H11,H22,H8,O12,M12,I11,G10,I10,I18,O17,N7,P2,N19,A9,N17,F5,J13,O17,M24,L11,K9,K19,G16,G7,J10,P8,G8,J16,F9,C16,M22
BERT (AND ERNIE),C20,B10,D6,C14,O15,C18,D5,B10,K6,E10,D10,E8,C19,E5,D19,B6,C19,H27,D9,A8,E14,A1,C15,K13,C6,O3,D15,B9,E9,B5,E21,D6,E8,D9,A8,E6,D5,E5,C13,D10,C22,C15,C6,H16,B10,C21,D14,B6,C17,C20,D5,B8,C8,E7,P30,D19,D9,G4,E11,C9,B6,D5,C11,C22,D7,C20,B6,D21,D9,B5,C20,D13,F15,C13,D10,D11,C20,D8,C5,D20,G9,D10,B6,D19,D5,E11,D11,C16,C21,G11,E12,B6,D3,C9,D8,E8,D6,B9,C7,D7
GRINCH,D2,L28,K24,D20,D16,P9,A3,O25,L13,M28,P5,P7,M26,G19,H9,K22,O25,M18,H23,J13,B16,K17,M13,H17,P5,E22,A4,P13,I15,G9,B20,H14,G11,C17,L2,I24,P3,K24,H7,I5,I2,E25,A13,C22,L9,B24,D23,K18,B13,A1,J9,B8,H13,K9,D20,H20,L9,F12,A7,L13,P8,L15,L13,A3,J25,F20,A3,E16,P30,J9,P3,A10,B3,I19,G12,P2,K22,B9,L25,B3,H6,F12,G17,J3,L27,K14,H22,L1,C20,B3,E17,B22,C22,P10,D9,N21,A8,G11,B19,G5
SIMPSON,O3,L5,H22,E29,M25,H28,K11,L18,L10,G8,H19,P9,A5,L16,L9,N17,N13,H9,J2,H7,N16,P3,H1,L15,C23,P30,C22,P30,J2,M24,P2,B25,P26,J9,H13,J22,H7,P21,G22,J8,H21,I4,J6,J20,L7,F2,D2,H15,P3,N22,G14,L8,J18,P2,E25,M4,G17,O12,M14,L5,L6,A7,O15,H2,B7,E9,O18,G19,P2,L5,M17,O9,O15,G9,J8,P4,P3,B20,P10,J4,G8,P3,L25,H13,O5,E10,J13,L21,M5,P27,L5,H27,N24,L25,A3,G13,A3,P3,I25,I9
FLASH,I11,G8,E24,P8,C19,C21,K13,J22,D12,H26,B9,G9,B10,E8,E10,H22,H9,H9,O14,P7,P9,O9,L22,J20,E14,F18,L28,A7,P1,A7,C13,G18,J24,M3,D7,E24,J26,H26,M27,G12,G13,H9,D26,C25,C21,A1,I15,J18,M23,K9,C23,M29,G6,J25,G8,H30,E16,E16,B30,G6,K20,O3,K13,M17,G12,E15,B6,D21,L14,I23,K25,G9,P9,G5,G3,G5,H8,D23,D7,B9,D3,F6,C4,E19,H16,H9,E14,M9,P3,G5,K25,H10,F8,P8,G5,G7,G16,C22,K5,K5
COOKIE MONSTER,G16,G22,C23,A7,K15,K12,M17,L17,P3,D15,N18,P17,J17,D17,C20,J14,J22,O16,C20,N19,G28,H17,G18,P6,D12,K10,D27,M21,E23,O5,M22,H16,G17,B21,E13,J22,N25,H15,L25,O3,C20,B3,N27,G8,G7,F6,I17,M14,M19,G2,P3,I20,G10,D12,C28,G18,F9,H7,F13,G21,I15,J23,O5,J22,L7,G17,I17,G11,A12,C13,N16,E24,N7,A1,G3,N25,F11,C17,H18,G7,N20,P3,C15,E14,P8,K19,H9,M14,H21,O9,J15,H8,D15,J17,I22,N22,G19,G22,K13,J18
ERNIE (AND BERT),H8,C19,N24,N20,D18,K5,O3,E9,P3,N24,K8,E14,G21,P15,I7,H21,O7,I15,H24,H14,I3,E19,C19,O21,O6,B22,O9,P30,K18,P9,C14,F20,J3,B8,I10,G20,H12,B20,G5,J24,E18,O14,D13,H7,M6,M13,E12,A20,C21,D8,G13,A1,C20,K19,K13,L2,O7,A2,H4,A5,H22,G8,G4,O17,K17,E12,H26,B3,K8,A1,O7,K11,H22,O11,L25,D13,B2,D16,J13,J13,H11,H11,K15,F9,K25,L14,L9,D13,J22,A5,G24,M28,N24,E8,C26,M18,K14,F21,I12,P30
PETER PAN,P30,P30,P9,P30,P3,P1,P30,P9,P8,P1,P9,P30,P30,P30,P16,P9,P30,P30,P9,P30,P30,P30,P9,P13,P9,P20,P30,P7,P30,P30,P9,P30,P30,P30,P30,P9,P30,P7,P30,P30,P30,P30,P30,P9,P9,P3,P9,P30,P30,P30,P6,P9,P30,P30,P9,P30,P30,P27,P30,P30,P30,P30,P30,P30,P30,P5,P30,P30,P30,P30,P30,P9,P9,P30,P9,P30,P30,P9,P9,P20,P30,P30,P30,P30,P30,P9,P30,P9,P8,P30,P30,P30,P30,P30,P10,P30,P30,P9,P9,P30
STITCH,C14,G12,D9,B19,J11,G10,P1,J10,J18,F22,G5,A6,J22,P3,C19,J20,K3,I21,G8,G8,H19,G9,K12,P30,G5,B22,A8,G5,L16,G9,G9,P8,G8,G6,P30,B3,G17,P3,J20,B30,P3,B5,K16,E9,C17,A8,P3,B7,G21,E3,H26,P3,K8,I8,B4,G11,C21,B3,F4,F9,H9,J14,P3,B5,C12,I9,A7,B7,C19,E9,C20,H5,G5,H9,J2,B13,A8,G7,G18,F9,J13,G4,H1,G21,C7,J20,C25,I10,A7,G16,H8,B6,I14,J19,C17,G3,I21,H23,P30,I3
SUBMARINE,M25,L26,O27,O21,L15,G9,N23,L16,M25,P16,M10,J23,N16,H2,C19,L19,H7,L13,L19,E5,H18,H13,M10,K14,I22,N16,G14,O15,M27,L14,J21,D19,M22,M15,B20,K19,O23,M16,C21,P7,C25,G22,G14,L20,K22,P19,H18,F25,I22,J18,B22,L14,M25,M15,D21,K17,C20,M21,J14,A3,J18,H25,L7,M17,C24,B24,I22,F15,E14,L24,P3,B9,B25,F19,B20,G21,P3,L17,L14,M17,L16,B14,D17,L26,N24,L24,P6,O3,O25,H16,N20,C20,J19,G17,M23,D18,B9,B7,E22,F18
ELMO,E9,L8,E9,G9,H9,G9,N6,M1,G7,J13,D14,M10,J8,I7,K3,L5,G10,I10,H8,O5,G4,H7,G6,I5,G10,L5,H9,I10,M9,G5,A7,N5,G4,A1,G9,H7,G5,G9,G5,F10,D3,H6,G8,G15,M8,G9,J5,G9,G10,H5,H6,K11,H6,G8,J13,J10,M9,G8,G6,G9,I5,A8,G6,L7,D6,K11,N11,K4,H10,M15,H5,L9,G17,N8,M4,J10,M15,H10,K8,D9,N17,K9,M4,F3,G9,J17,M9,G6,K9,G9,K22,H9,G8,M19,G7,G8,N5,L7,G9,G9
5,C5,A5,A5,A5,A6,A5,A5,B5,A6,B5,A5,B5,A5,A5,A6,A5,A5,A5,A5,A5,A5,A5,B5,A5,A6,A5,A5,A5,A5,A6,C5,B5,A5,A6,B5,D5,A5,A5,E5,A6,A5,A5,A5,A5,A6,A5,A5,A5,A5,A5,D5,A5,A5,A6,A5,A5,A5,A5,A5,A6,C5,A5,A2,A7,A5,A6,A5,A5,B5,D5,C5,A5,A6,A6,A5,A5,A5,C5,A5,B5,B5,B5,A5,A5,A5,B5,A7,A6,A5,A5,A5,A5,A6,A6,A5,A5,A5,A5,A5,A5
67,P6,P30,P30,P30,P30,A6,P30,P3,A30,P3,P30,P30,P3,P3,P30,P30,P30,P3,P30,P30,P3,P30,P3,P30,P30,P30,P3,P30,P30,P30,P30,P3,A3,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P3,P3,P30,P3,P30,P30,P3,P3,P30,P30,P30,A7,C3,P30,P3,P30,P30,O7,P30,P30,P30,O30,P3,P30,O5,P30,P30,P3,P3,P30,P3,P30,P30,P30,P3,P30,P3,P3,P30,P30,P3,P3,P30,P3,P30,P30,P3,P3,P30,P30,P30,P3
123,L2,I17,L12,D12,L2,A3,A3,C3,C12,A6,P3,A3,L12,A3,P3,L2,A3,I3,A3,A3,C12,A3,A3,N12,L24,C12,A3,A3,A3,A7,C20,A3,L2,C12,C13,A3,A3,A3,A3,C23,C12,L18,A3,L2,B2,A3,A3,A3,P3,A3,B12,A3,C12,A3,C13,A3,A3,A3,A3,J18,A3,B2,A3,A3,L2,B12,G14,D12,D12,L12,D12,D12,A3,A3,B3,A12,B12,C12,C14,A3,A2,L2,C12,L2,L24,L2,A9,A3,P3,L18,D12,A3,B7,L21,A3,E12,B3,A3,A3,C13
0000,P1,P30,D18,B1,A30,A1,P30,P1,P30,O9,J10,P30,P30,A1,O10,I24,N19,A20,A20,A11,B20,N30,P30,N7,P30,A8,A5,P9,A7,A1,P30,O30,P30,P1,A30,A1,A1,A1,P30,P30,P20,P30,P1,B30,P30,A30,A1,P30,A30,P30,A1,J30,A1,A20,A30,A30,P30,P1,P30,A7,P1,O1,P30,A1,P30,P30,I5,P30,A1,O6,P30,P20,P20,P30,P30,A30,C20,P30,O13,P30,P30,D12,P30,P1,O5,A1,A1,A30,B1,P30,A1,P1,A17,N9,P20,O5,C20,O10,P30,O15
IF,K4,H6,G8,B22,H18,C14,H17,G19,J3,J3,K12,E9,K4,I7,H5,I12,E12,G21,K8,G8,A6,K3,L14,E5,I10,I12,G9,K6,C8,A20,B9,I5,J3,K12,H1,P2,J3,J2,K24,E22,E3,G8,G15,A8,J9,P8,P12,H25,G8,G15,G10,O15,G4,O21,E22,B11,I7,M2,P3,H24,B1,J6,H2,L6,P6,J13,C19,I9,K9,I17,J17,G9,J4,I9,F25,D9,G12,G12,I1,C21,G24,I8,C8,M3,K16,E12,G6,J3,G7,I10,F14,G4,A7,F7,F6,N6,I6,D10,H11,K5
THE,P22,P30,M24,P3,P30,K10,P30,P30,P3,P6,C13,A30,K11,K7,P30,H13,J20,B3,B20,P1,G16,P1,I26,P30,P30,P30,O3,P30,P30,H20,P30,P6,P30,M17,K9,J22,P3,P3,J24,M4,B13,B13,L30,C24,K25,P30,D13,P3,P21,P4,B25,P30,P30,D20,A30,M7,C21,P30,P30,P30,P30,P27,P3,N21,P3,B30,K11,O4,B7,P22,E15,P30,J6,G23,P30,P27,L13,P30,P30,J20,P30,P30,H20,P30,P30,A2,G23,N25,M25,G9,B2,O27,P30,P1,P30,P30,P30,M13,O7,K28
AND,C9,D8,P3,M8,G10,C5,C8,G10,E6,P30,P3,N3,P3,B20,M4,B6,J5,C5,G3,D8,C5,B9,G2,J9,D7,E8,C5,B5,P3,J3,E9,D7,D8,A3,O6,P3,B8,C9,I19,P3,K5,P2,C6,M7,B1,E7,D11,M8,H5,L7,C5,C6,D8,P7,D5,A3,G9,C10,C6,C7,D10,C7,A7,C6,D8,B5,G9,A7,C6,J4,K9,C8,C6,G5,A9,I15,I5,B3,P3,C11,J5,P2,P3,B3,A5,F9,P3,C6,M8,D8,A6,P3,P3,L4,D7,D5,G5,J4,C8,D5
 ,G9,O1,A30,B18,P30,A1,N30,P2,B2,B13,B5,P1,P3,J17,P1,A3,J2,L30,P30,P30,P30,P1,J3,B20,P30,K15,A2,J17,P30,J24,N30,B19,P30,P30,G6,P1,P1,B20,C1,P9,O5,D3,B20,P5,P3,P30,M26,B30,P30,A1,C30,E9,B3,P30,P20,P24,G24,O1,P30,P1,P30,P1,H4,F3,P24,N16,P1,D19,A7,P13,P30,O2,P30,A3,P1,B3,P9,G22,B2,P1,A1,J3,P3,J1,A1,I8,P30,P9,A30,H4,D6,P1,P30,F1,P30,I1,P30,P30,N20,K3
ZIZAX,P30,P30,P30,P2,P30,P20,P3,P30,P3,P3,P30,P8,P1,P30,N27,P30,P30,P30,P30,P30,P3,P30,P30,P30,O5,P30,P30,M26,P9,P9,O13,N30,P30,P30,P3,N19,P30,M16,M24,P3,P1,O17,P3,P30,P30,P30,P9,P30,M2,P6,P2,P30,P27,P30,P30,P30,P3,P30,P30,P3,P30,P30,M3,P30,P30,P30,P30,P9,P30,P30,A1,P30,P30,P1,N1,P30,L27,C29,P30,P30,P30,P30,P30,P8,P3,P30,P30,L23,P8,P1,P1,P30,P30,P30,P30,P30,P30,P30,P30,P30
GLIMBOR,G10,H6,L19,H13,K30,K22,K24,H9,G6,G6,G6,L15,G13,L8,G9,B6,K8,G14,K23,H30,G9,K23,K10,L12,G11,K9,G9,G4,K23,I14,J17,O10,M17,K6,G10,M23,L10,G9,G11,L15,M13,K1,G10,K12,G4,P3,J28,G13,L13,P3,L1,G6,A9,G6,J21,J15,H12,K13,K6,K19,G9,K9,K11,J7,L6,K24,L9,K7,J12,K24,G6,A25,K24,K14,G10,K17,L7,O5,H14,G8,L17,K15,L19,G9,N26,K5,G9,G9,J11,L24,K19,G10,K5,K11,I13,H6,G14,L3,F8,K9
RIKLANS,J11,P30,P30,N30,A9,P3,K9,L8,K11,P3,P7,E14,I9,P30,K6,P16,N11,O7,I5,L8,M10,P4,N3,I9,M9,P3,E14,E23,L6,K30,L9,N16,K9,K9,N8,P8,K9,N8,O15,K9,C19,K3,A5,P3,P1,A30,J13,P1,L9,K5,P30,P6,K9,M11,K9,L9,P9,P1,P3,L9,K6,P30,B1,K5,P7,M20,K8,K30,K4,J12,K9,P3,P5,K8,P7,K20,K5,P3,P6,K7,K7,P4,P30,K8,P30,A4,H9,K7,O9,I9,L7,G7,P30,P8,K10,P8,K10,L9,K6,L8
FLICANDRO,L25,C26,A6,M28,P19,K23,A7,P30,C22,H14,P30,P16,M22,H10,G18,K20,O5,G9,B9,N21,L10,P7,P7,P4,M11,P24,B29,I2,L13,G7,B24,P14,I17,N20,B26,N25,I6,O20,M16,G17,N20,K19,G9,L15,H7,F10,B3,I14,H24,D19,O22,O12,E23,F19,C22,H26,G19,H23,J17,I14,P30,O26,L15,A27,B15,L19,M26,C23,P5,J22,P2,J19,G9,O8,A7,N29,J22,A7,L7,L20,P10,K17,P17,P14,L23,N24,G22,L17,J30,L21,G15,L12,L19,O14,C8,O3,H25,P28,M5,N29
1FXQ_3,H6,A3,A3,C21,G7,A3,A8,G3,A3,B3,A7,A7,A3,A3,A7,P3,A3,D9,H14,A3,A3,A3,B3,A6,C5,A3,A5,A6,A7,A3,A3,B3,A3,A3,A3,A3,A3,A6,C8,A5,A7,K12,F4,B3,C9,D6,A3,D6,G3,D3,A3,K15,A3,E3,L9,A3,A3,A3,A3,C3,A3,B3,D3,F3,A7,A5,A3,A7,A3,A3,A3,O3,A3,A3,A3,P3,B5,A3,B6,A7,A3,A3,D3,A3,A3,H6,A3,A9,A3,B7,A3,A7,A3,E6,A3,A3,A7,C3,A7,C5
XKDF#HS_DK,M27,O29,P30,N3,K14,P5,L9,K19,P30,P3,O26,M5,K9,K10,P1,P30,K8,L22,E15,N23,M27,I25,B12,O23,P30,P30,M22,P30,P9,P30,L28,M23,I9,P3,M25,P30,J7,G9,L14,L19,J25,P30,G9,L30,F8,P11,L4,M27,J18,P24,P30,P28,P5,I1,L17,K22,C26,N23,P27,G30,M29,M29,P9,N25,B25,B6,G27,P27,M27,G25,P30,M19,P30,L26,B8,G5,O8,J8,P21,J24,F11,M28,P1,J28,P30,P30,K19,M25,M9,M19,B3,N27,P4,P3,D27,P3,P8,M19,P2,P30
JFGMAFG,A3,J8,L2,J6,M11,J10,J12,J14,J8,J6,L2,J9,H7,J8,J20,A5,J20,P5,J6,I12,M8,J6,P2,L3,L3,J5,J10,J22,P4,P3,K5,J15,L3,M12,J17,J11,D10,B17,P4,C10,K22,H21,A6,J5,P5,J5,J5,L4,J19,J4,L5,P3,G21,K2,B28,K2,J6,P4,P3,J3,J7,N9,K10,C21,J9,A3,P3,B14,P2,P2,J6,G7,J15,P5,K5,G2,P3,J9,J5,J12,C20,O17,P5,A9,J6,J5,J9,C28,J10,L2,B26,B13,J9,J3,J9,G7,C24,K5,J3,H5
HEMXJ,O10,L20,D18,P7,P9,P3,P3,P9,B30,P9,P3,C19,P3,L27,P3,P3,G11,P4,P3,O4,K2,P5,O26,P3,P5,P3,P8,P3,P9,P3,A3,P3,P3,C14,L2,L4,L30,P30,P3,H10,P3,P9,P5,P8,P8,P5,A30,J7,L10,N3,A1,J7,L24,P3,E9,P8,E12,P3,N19,P9,C24,P2,P5,P3,C2,P1,K15,N24,P3,C30,P5,P30,P3,P5,F27,P2,P5,C21,C8,P3,P30,A3,J8,P3,B24,P8,P2,P3,N22,P30,P5,P2,P2,B10,P9,B23,P3,P3,C13,O8
