Palabra,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,Answer7,Answer8,Answer9,Answer10,Answer11,Answer12,Answer13,Answer14,Answer15,Answer16,Answer17,Answer18,Answer19,Answer20,Answer21,Answer22,Answer23,Answer24,Answer25,Answer26,Answer27,Answer28,Answer29,Answer30,Answer31,Answer32,Answer33,Answer34,Answer35,Answer36,Answer37,Answer38,Answer39,Answer40,Answer41,Answer42,Answer43,Answer44,Answer45,Answer46,Answer47,Answer48,Answer49,Answer50,Answer51,Answer52,Answer53,Answer54,Answer55,Answer56,Answer57,Answer58,Answer59,Answer60,Answer61,Answer62,Answer63,Answer64,Answer65,Answer66,Answer67,Answer68,Answer69,Answer70,Answer71,Answer72,Answer73,Answer74,Answer75,Answer76,Answer77,Answer78,Answer79,Answer80,Answer81,Answer82,Answer83,Answer84,Answer85,Answer86,Answer87,Answer88,Answer89,Answer90,Answer91,Answer92,Answer93,Answer94,Answer95,Answer96,Answer97,Answer98,Answer99,Answer100
BARBIE,A19,G17,H18,G19,A1,B19,A18,B18,B18,H16,F16,C17,F16,E15,G15,F15,A1,F18,C16,B18,H17,G15,A18,A19,H16,H17,F15,A18,B18,G17,G18,H15,G17,E18,A15,A18,F1,A18,C20,B19,H19,A18,H25,E15,H17,C15,G15,E15,G15,G17,G16,E18,F1,A1,E15,B18,A18,B15,C15,A18,G18,C18,B18,A18,E16,H17,A19,F16,B18,F16,H18,A1,A19,H17,A1,A18,F16,B19,F15,A18,G18,B18,A18,A18,C20,H19,A18,A1,B18,B20,E16,A18,E15,H24,A18,A1,E15,E17,B18,A1
BRUSH,G15,I1,P30,H25,M20,H15,P30,G15,G1,H15,H14,P30,F1,F1,P1,F10,G15,G1,F15,F15,H25,F15,P1,G15,H1,H25,H15,F10,P30,P30,G14,P30,G1,H15,E1,G10,H2,M15,M15,E15,G15,I10,J1,H1,F15,P1,G1,H15,H15,P1,H16,P30,G15,P30,P30,E15,I15,H15,H1,F15,P30,H15,G17,F15,G1,E14,J15,A1,G14,G15,H16,J15,P30,P30,G15,P1,E15,G15,A1,F12,H15,G1,P30,H25,H15,J1,I1,A1,P30,G15,H1,A1,M1,H15,H1,P30,G1,A1,G15,M25
SMURF,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,N25,P30,P30,P30,N29,P30,P30,P30,P30,N29,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,N30,N28,P30,P30,P30,P30,P30,P30,P30,P30,P30,N20,P30,N29,P30,N25,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30
WITCHCRAFT,M25,H15,K18,O18,G15,O26,G15,H25,J20,H18,P30,I25,J20,M25,J17,P30,P30,O25,M25,J20,O1,G15,G15,H15,I15,O20,G15,H15,O24,P30,P30,P30,P30,J15,H15,O1,G18,M25,J15,P30,M15,H15,G15,M20,O15,G15,M15,H15,H17,J15,G17,G15,M15,J15,O1,H18,G15,J17,M25,P30,P30,I25,H18,I15,H15,G15,P30,I15,M25,P30,I25,M15,H15,M24,H15,J15,H1,P30,O25,H20,J25,G15,P30,P30,P30,H25,P30,H25,P30,J25,H25,J23,P30,H18,O15,G18,H20,O24,K1,P30
BERT (AND ERNIE),M15,H17,K15,K15,O15,M15,J15,K18,P30,H15,M15,H15,A1,L15,J15,I15,L15,G15,H15,P30,L15,G15,G1,H15,O27,H15,J15,L20,J15,M15,A1,I15,O15,P30,M1,A1,M15,K1,P30,A15,H15,G17,A1,I20,O1,J15,K15,J15,M15,J15,K15,L25,H15,H15,J15,H15,J1,I20,H15,J15,H15,O25,A1,M20,H15,M15,P30,A15,P30,H15,A1,I16,I15,M20,O18,H16,P30,I15,K1,I20,M25,I15,H18,O15,K18,H15,P30,K15,M15,M15,P30,H17,A1,I15,P30,G15,P30,J15,P30,J15
GRINCH,P30,N25,P30,P30,P30,P30,P30,P30,O20,N1,P30,M15,P30,P30,P30,M15,P30,P30,P30,N15,P30,P30,P30,M1,P30,P30,P30,O30,O1,M1,P30,P30,M2,P30,M15,N15,P30,P30,P30,N15,P30,P30,P30,P30,O20,N15,N1,M15,O25,P30,O20,P30,P30,N25,P30,P30,P30,P30,P30,P30,P30,P30,N25,P30,P30,P30,M1,O25,O1,O30,P30,O30,P30,P30,P30,P30,M25,P30,P30,O30,P30,O15,P30,P30,P30,P30,M15,P30,P30,P30,M15,P30,P30,P30,P30,P30,P30,P30,P30,N15
SIMPSON,L15,L25,K15,M15,M15,P30,J15,H15,M15,K15,P30,K1,O15,G1,P15,P30,M15,P30,O25,P30,M15,H15,J15,J1,P30,J15,O1,P1,H15,O20,M10,M15,P30,M15,M15,H15,M15,M15,P30,P1,K15,L15,O20,M15,O25,P30,P30,G15,M15,L15,P30,H25,P30,M15,G10,P1,J10,M15,M15,L15,M15,H10,L15,O20,O20,H10,P1,G1,M15,P30,O27,M15,O16,P1,O1,O10,J15,H1,M15,M15,G15,P30,K1,J15,G15,M15,M15,K15,H15,P30,M15,O20,G10,M15,P30,P30,G15,P30,P30,J15
FLASH,J15,P30,J15,I15,G15,J16,I16,I15,J15,K15,P30,J15,I1,J15,P30,I15,I1,I15,J16,J15,J15,P30,J15,H1,J15,J1,P30,J1,K2,J15,I25,I20,P30,I20,P30,P30,I1,J1,J15,P30,I1,F1,I20,J15,P30,J15,G15,H15,P30,J15,G17,I1,J15,F15,K15,J15,J1,G15,I15,K10,I15,J10,H1,G15,I1,G15,J15,J15,K25,J10,J16,F1,J1,I15,I15,I15,G10,J1,J15,J15,H15,P30,P30,J15,P30,I15,P30,J15,G1,K1,P30,I15,F1,F1,I15,I15,P30,J15,I15,I15
COOKIE MONSTER,P30,P30,L10,G1,P30,M1,P30,J1,H15,P30,P30,P30,G15,H22,A1,P30,G15,J15,J15,P30,P30,O2,P30,H17,O18,P30,P30,L20,P30,P30,O1,P30,P30,O25,P30,P30,G1,L15,H1,P30,H17,G17,P30,A1,P30,G15,A1,P30,P30,P30,P30,P30,G1,J25,H15,H15,P30,P30,J15,H15,M2,G1,O1,M1,M1,P30,P30,P30,O1,P30,P30,P30,P30,P30,M25,H1,M15,P30,P30,P30,M15,P30,P30,P30,P30,P30,H15,H1,G15,G10,J1,P30,O25,P30,P30,P30,P30,L15,G17,P30
ERNIE (AND BERT),M15,E15,I15,H15,G17,M15,E18,H15,I15,I15,H16,G15,G17,G16,H15,E18,H15,H18,E15,I15,G15,I15,G15,G15,I15,H15,I15,M15,G14,M1,G18,I15,G15,J15,I15,J15,E15,I15,I15,E15,I15,E13,G15,I15,G15,G16,E16,I15,H15,I15,I15,H18,I15,I15,H15,H15,I15,H18,G15,G18,H18,H15,H16,G15,J15,H15,I15,I15,I15,E15,H18,I15,I15,I15,I15,H15,K18,J15,I15,I15,M15,H15,G15,I15,I15,G14,H15,E13,I15,G15,I15,G15,I15,I15,G18,H16,H15,E15,G15,I15
PETER PAN,P30,P30,P1,P15,P30,M15,P15,P15,G1,M15,P30,A1,G15,G15,P30,P30,P30,G15,H15,J1,O27,G1,P30,P1,G1,P15,P30,J15,M25,J15,G15,P30,J15,H15,P1,P30,P30,P1,P30,M15,H15,P30,P1,J15,H15,H15,P30,G15,G15,P1,P1,P1,P30,P1,P30,G18,J15,P1,P30,H15,G15,P1,P30,P1,P30,P30,H15,O16,H15,A1,O25,P1,P30,P30,A1,P1,H15,P1,P1,A1,G15,G15,P1,A1,P1,P30,H15,A1,G15,G15,P30,J15,J15,A1,H15,P1,P30,P30,M20,P30
STITCH,G1,K15,H15,G15,E1,G15,H15,E15,G17,H15,G15,G17,K1,H15,H15,F15,H16,K15,M15,G15,P1,K15,H15,P30,G15,G15,J15,H15,H15,G15,H16,F15,H15,I15,I15,H15,H15,J10,F14,G15,G15,P1,I15,H15,G15,M15,E15,M15,G15,P30,M15,H15,H15,H1,H15,F15,P1,E16,H15,K15,J15,P30,G15,G15,E15,K15,K15,P30,I15,K1,G15,M1,G15,M15,G16,G15,M15,H16,J15,G17,H15,E15,H16,I15,I15,P1,E15,K15,M15,P30,I15,H15,F10,H16,P1,G15,M15,H15,E1,J15
SUBMARINE,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30,P30
ELMO,E16,H15,G15,H15,G14,G15,G16,M15,M15,H15,A1,G15,M1,A1,G15,J15,M15,M10,F1,P30,G15,H15,C18,A1,E1,C16,G15,G14,C15,G18,G15,H15,G14,G15,G15,G16,H15,M15,H15,H15,P30,M15,M15,G15,G15,A1,G15,F15,H15,H15,G15,E15,H15,J15,A15,E14,G15,C16,H15,G15,G17,A15,A1,G15,E18,M1,P1,P15,A1,H17,E15,M15,G17,A1,E15,H15,C15,M15,G14,P1,J15,G15,P30,A15,E15,G18,G17,P30,G15,F1,P30,G16,G15,G15,H15,H15,H15,P30,H15,A15
5,E5,I1,E5,E5,I5,E5,E5,A5,E5,E5,I5,D5,E5,D5,E5,A5,E5,E5,D5,E5,A5,A5,I10,E5,D5,I5,E5,E5,A5,H10,E5,E5,E5,I5,D5,E5,A5,A5,E5,E5,A5,E5,H1,A5,D5,E5,H5,I5,A5,A5,E5,E5,A5,A5,E5,E5,E5,E5,E5,H10,I5,I5,E5,A5,E5,E5,A5,E5,E5,E5,E5,H5,E5,E5,E5,E5,E5,A5,E5,E5,H5,D5,D5,A5,E5,E5,A5,I1,A5,I5,E5,A5,D5,E5,A5,E5,E5,I5,A5,E5
67,H13,G13,H14,F1,F1,H2,C10,D6,P30,G15,F13,G13,G13,P1,P30,H14,G14,F17,C13,G13,D6,D13,G13,E12,D13,G13,G17,H13,D17,P30,G2,I17,G13,G17,G14,G12,H13,H15,D14,F12,P30,C2,H2,H13,I15,D2,G14,H13,H12,G17,F13,G10,E6,C13,G14,I13,C24,G14,H17,C15,G12,F2,G14,H17,H13,G14,G2,H15,F13,F17,F24,F13,D1,F13,C12,C17,I14,H17,G1,C14,G14,G13,E12,D1,D2,C2,G20,P30,C14,P30,D1,F14,F2,G17,G14,I23,D1,H12,C13,P14
123,G1,I14,I12,P30,L23,K12,C1,M12,M23,G1,I12,I12,J12,H12,H13,A12,A12,C13,J12,G15,K13,K12,P30,P30,I12,C15,H12,H12,J13,K12,I13,I12,M13,G12,K12,H12,A1,J12,K13,I12,M13,H12,H12,A12,A1,L12,H12,G15,L12,P30,G12,A12,G12,A12,K12,K13,H12,A12,J12,J12,M23,J1,P30,L12,H12,K12,I12,A12,M12,K13,H13,P30,J12,H1,P30,G12,A12,C12,I12,G15,J13,G14,K13,L23,I12,H13,H12,M12,J12,I15,C12,G12,C12,H12,K13,G14,I1,C12,L23,I13
0000,P30,P30,J16,P30,P30,P30,I15,P30,J15,A1,O30,J15,P30,H1,M1,A1,I15,P30,I15,P30,P30,P30,O1,P30,P30,I1,I15,P30,A1,J15,P30,A1,P30,P30,H1,A1,I15,J15,P30,P30,I15,A1,P30,I15,A1,H10,P30,I15,I15,P30,H15,H15,I15,P30,M15,I15,P30,A1,I15,P30,P30,M1,I15,A1,P30,P30,O15,M1,A1,O1,I15,P30,H15,P30,M1,P30,I15,H15,P30,A1,M15,I15,H15,I15,P30,P30,P30,O27,A1,P30,I15,A1,M15,H1,P30,P30,I15,I15,O25,I15
IF,I1,I1,I1,I1,I2,I15,I25,I15,I2,I29,I15,I1,I1,I1,I15,I15,I1,I1,I1,I25,I15,I1,I15,I15,I25,I25,I15,I15,I25,I15,I1,I15,I1,I1,I15,I15,I1,I15,I1,I1,I15,I15,I1,I25,I15,I15,I15,I15,I1,I1,I1,I2,I1,I15,I1,I15,I1,I15,I2,I1,I1,I2,I2,I1,I25,I15,I1,I1,I1,I2,I1,I15,I15,I25,I1,I25,I15,I25,I1,I15,I1,I15,I1,I15,I1,I1,I1,I15,I15,I15,I15,I15,I1,I15,I15,I15,I1,I15,I15,I15
THE,K15,J15,I15,P30,H15,H15,H15,K25,G15,I15,M15,H15,M18,M15,J2,I18,M25,H15,G16,J17,H16,I15,H18,G16,M15,J15,K15,M15,G15,L25,G15,H15,M25,J15,M20,H15,I15,I18,L15,G15,K15,P30,G15,K15,G16,M15,P30,G15,M15,J15,G15,H15,L25,M15,G15,M15,K15,K13,G18,G15,L15,P30,I18,I15,G17,H15,M18,L15,G16,L25,M15,M15,K15,J18,P30,I15,H15,H15,H15,J15,M15,G16,M15,K15,L25,I15,L15,G15,I18,H15,H17,K15,H18,H15,H15,I15,H15,H15,H16,L18
AND,P15,H15,D15,H15,O25,G15,M15,H15,M15,D15,G18,G18,H15,H15,G15,P1,M15,O1,H15,P30,K25,A15,D15,M15,G10,I15,G15,G15,J15,H15,I25,M15,G15,K15,M15,G15,G15,M15,G15,D15,H15,P30,K25,J10,K1,G15,H15,A1,G15,M15,M15,K15,H15,D15,O15,H15,J15,M15,H18,M15,M15,J15,I15,G15,M15,M15,P30,G15,P30,H15,D15,P30,G18,H16,H15,J15,D1,M15,G15,M15,M15,P30,G15,H15,M15,O20,H15,G15,D15,K1,K15,P15,G15,H15,K15,G15,K15,K2,H15,G15
 ,P30,H1,P30,H15,H15,P30,P30,A1,P30,P30,P30,O25,H1,A1,M15,P30,O15,A1,P30,P30,P30,H1,I15,P30,P30,P30,P30,P30,P30,P30,P30,H15,H15,A1,P30,P30,P30,O30,A1,P30,O30,A1,H15,P30,P30,O25,I15,P30,A1,M15,P30,A1,P30,P30,P30,A1,P30,P30,I15,M15,P30,M15,H15,P30,M15,H16,P30,P30,P30,H1,P30,A1,A1,P30,P30,P30,P30,I15,P30,P30,M15,H1,I15,H15,A1,P30,A1,P30,A1,H15,P30,P30,A1,A1,P30,A1,H15,A1,P30,I1
ZIZAX,J15,M15,P30,P30,H15,O25,J15,P30,P30,G10,P30,J15,P30,M25,M15,A1,P30,O10,P30,G15,P30,H1,G15,G17,P30,P30,O26,P30,H15,M25,J15,P30,P30,P30,H15,I15,A1,G15,A1,P30,M15,I15,P30,I1,H15,G15,J1,I25,P30,O15,P30,J15,P30,P30,P30,A1,P30,G10,I15,J1,A1,P30,H15,M15,P30,O25,A1,G15,G1,P30,O26,H15,J15,O15,P30,P30,P30,I15,P30,P30,H15,P30,A1,O25,O27,G17,M15,P30,J15,P30,O29,H15,O1,O1,G15,P30,P30,H15,M25,P30
GLIMBOR,P30,L15,G15,H1,P30,H1,G16,M15,P30,G1,M15,P30,P30,M15,P30,L15,K15,H15,G1,P30,L15,I10,L15,M15,M15,P30,P30,G1,M15,I15,G15,M15,M15,H15,H15,M15,P1,P30,L15,P1,J15,G15,P30,H1,L15,K15,H15,P30,L15,H18,L15,G15,P30,H15,H15,M15,M15,P30,G1,H15,M15,K15,H15,G15,L15,J15,M15,J15,P30,M15,H15,G15,M15,L25,P30,G17,G15,I15,J15,G16,G16,M15,P30,G17,J15,M15,G17,P30,M15,I15,I1,J15,M15,M15,M15,G1,H1,I15,M15,P30
RIKLANS,P30,K25,H25,M15,H15,A1,G15,A1,P30,H23,H15,K20,P30,P30,I25,H25,G18,G15,A1,A1,P30,M17,I25,P30,G15,P30,P30,G15,G15,K2,G1,M25,P30,H15,G14,M15,G17,P30,M25,K26,H15,F2,P1,H20,F16,M15,G15,H15,H15,I15,M15,M25,P30,K14,J15,P15,H15,P30,K20,A1,K20,M25,H20,F20,H15,K15,G16,P30,P30,I1,L15,P1,G15,J25,F15,J15,P30,I15,H15,H15,G18,A1,J15,P30,H20,H18,G1,A1,G14,G15,J15,J15,G18,K15,P30,H15,A1,I25,P30,A1
FLICANDRO,A1,O25,F18,I16,P30,M10,H24,A1,O27,L15,A1,P30,H18,O26,M24,H20,P30,I1,A1,J2,P30,P30,J15,H15,H17,I16,O24,I16,P30,M25,G1,G15,H25,L25,P30,H15,G16,P30,I20,G18,A1,M25,P30,F16,H17,P30,H15,P30,F12,A1,I1,P30,L20,F14,M15,G16,P30,P30,I1,P30,P30,H25,J15,H25,M15,A1,G1,O20,H15,G17,P30,G15,H15,G1,H15,I15,M15,O15,I15,A1,P30,P30,G17,P30,F25,A1,H15,O27,P30,I15,P30,H15,I15,H17,A1,O25,F1,M15,P30,F16
1FXQ_3,I20,I15,G1,F1,H18,F2,P30,G18,H18,F29,I15,A1,H17,F1,G17,F24,I25,H1,F28,I19,F25,F15,F29,P30,H18,G1,H26,F29,F29,P30,J19,H18,F1,A1,P30,I17,J17,G17,F26,I25,F19,F18,H15,H19,F1,H19,I25,P30,I24,P30,H1,F15,H18,G20,F27,A1,F1,F1,F15,I15,F17,A1,I19,H1,A1,H20,I18,F17,F1,F19,H17,I25,F24,I20,F1,A1,J1,I23,I17,G17,G18,H1,A1,G1,A1,F15,H22,I18,P30,G15,J23,F1,A1,I19,H18,J17,I15,A1,F18,G19
XKDF#HS_DK,M15,P30,M15,H17,H15,M15,P30,I15,G15,G17,G15,A1,H15,O15,K1,P30,H15,H17,I25,A1,M15,H15,H15,H15,P30,I15,G15,M20,M25,I15,O25,M15,P30,A1,I15,I1,P30,K15,K15,I15,G1,P30,P30,P30,G15,H17,H15,P30,A1,P30,M20,P30,A1,M25,P30,P30,A1,M15,P30,O27,P30,P30,H15,K1,H15,K10,I20,G16,A1,H15,P30,P30,O1,H15,G17,I15,P30,H15,A1,A1,A1,G16,G15,M15,P30,H15,I15,P30,M15,A1,P30,K15,H15,H1,K1,A1,P30,P30,P30,G17
JFGMAFG,J15,J15,G15,J17,F2,J10,G17,P30,J16,P1,J17,J27,J15,J15,F15,H17,F24,I17,J15,I16,P1,I25,J16,J1,J1,J10,J15,F25,H15,J15,J16,P30,J15,I25,P1,G16,J1,P1,J15,F22,J15,J1,J15,J16,I16,P30,J16,J10,J15,H15,J15,J15,J20,J15,F1,G17,P30,J1,H2,J18,F17,J17,I16,I15,F16,F1,J1,I17,G15,G15,J15,J18,J17,G15,J1,H1,P1,I15,J20,J15,J15,F15,H19,I25,G14,P1,G16,J17,J10,G15,F15,J17,J10,P30,H24,G18,J1,J17,I16,J28
HEMXJ,H15,H10,A1,H16,H18,H15,P30,H1,J16,G1,H16,I15,M15,M15,H1,H15,H22,I18,H15,H2,A1,P30,H16,P30,H16,H25,H16,H12,H25,P30,M25,H15,J15,H18,H25,P15,E10,I25,H24,H15,I15,H25,G15,J10,H16,E1,H1,M15,A1,H16,H16,H15,P30,H25,I1,H15,H15,H12,H18,M26,E16,H12,H1,H15,H1,E16,H10,H15,I25,H16,P30,H10,H10,H15,M25,E10,H2,H22,J10,H25,P1,G10,H25,H25,H18,H1,I25,I25,J16,G16,H25,H18,E15,H2,P30,H10,H1,H1,H18,E10
